id,name,description
Q111905276,Phantom,character from Scooby-Doo
Q399744,Maya death gods,god of Death (Maya cult)
Q405297,Aillen,deity
Q406331,Ai apaec,Mochica deity
Q425627,Penarddun,figure in Welsh mythology
Q571948,Antenociticus,deity
Q586088,Omoikane,Shinto god of wisdom
Q842662,Sarruma,deity
Q843408,Melqart,"a Canaanite deity, the lord of Tyre"
Q844469,Uttu,Sumerian goddess of weaving
Q846011,Agasaya,Semitic war goddess
Q846858,Seven Lucky Gods,Group of seven Japanese deities believed to grant good fortune
Q862871,Billiken,charm doll and athletic mascot
Q863323,Phra Phrom,Thai representation of the god Brahma
Q864658,Paraclete,"Greek for advocate or helper, mentioned in John 14:16–17; traditionally identified with the Holy Spirit or with other Messianic figures"
Q868915,Elohim,Hebrew divine name used in the Tanakh
Q994032,Brunonia,personification of Brunswick
Q1027389,Ibeji,twin Orishas in the Yoruba religion
Q1034103,Imperial Uncle Cao,Song dynasty person (CBDB = 16846)
Q5686971,Last God,Manichaean deity
Q5699846,Jesus the Splendor,Pre-existent aspect of Jesus in Manichaeism
Q5704272,Hayyi Rabbi,transcendental deity of the Mandaeans
Q5714073,Hendursaga,mesopotamian god
Q5716290,Baeiwe,Sun god
Q5719127,Spenta Mainyu,Zoroastrian deity
Q5760690,Hikule'o,Tongan goddess of the world
Q5764705,Chaquén,ChaquénGods and Mythical Characters. Original towns Search for Native Peoples Cover Native Peoples Sections Facebook Native Peoples Twitter Native PeoplesplusMuisca cultureplusMuisca CosmogonyChaquénChaquén and in the background Nencataco
Q5766924,Hine-i-Tapeka,Māori goddess of underground fire
Q5767284,Hinkon,Deity of the Tungus peoples
Q5802714,Denix,Japanese deity
Q5815153,Istaev,Germanic god
Q5864469,Fottei,"Shinto protective god of health, wealth and population"
Q5923699,Hrishikesha,aspect of the Hindu god Vishnu
Q5948622,Huayue Sanniang,Chinese goddess
Q12899827,Eucrante,Nereid of Greek mythology
Q12899825,Eucelade,muse in Greek mythology
Q12899831,Eunice,muse
Q12899828,Eudore,Nereid of Greek mythology
Q12899836,Eulimene,Nereid of Greek mythology
Q12900082,Glauce,Nereid of Greek mythology
Q12900083,Glauconome,Nereid of Greek mythology
Q12900215,Helice,Muse in Greek mythology
Q12900271,Hipponoe,Nereid of Greek mythology
Q12900273,Hippothoe,Nereid of Greek mythology
Q17277174,Asius (mythology),son of Dymas in Greek mythology
Q17277178,Pyraechmes,mythical King of Euboea
Q17278854,Aesepus,Greek mythical character; the son of the naiad Abarbarea and Bucolion
Q17282458,Epistrophus,"son of Iphitus, Phocian fighter at Troy"
Q17282459,Epistrophus,
Q17282466,Odius,mythical leader of the Halizones
Q17282468,Pedasus,"Trojan warrior, son of Bucolion and the nymph Abarbarea"
Q17282472,Schedius,son of Iphitos and ruler of Phocis
Q17335261,Imbrasos,mythological Greek character in the Trojan War
Q17354329,Cleeia,
Q17375970,Amphimachus,"Greek mythological figure, son of Electryon"
Q84505211,Wheeler,fictional Captain Planet character
Q84505254,Linka,fictional Captain Planet character
Q84505865,Ma-Ti,fictional Captain Planet character
Q84505871,Kwame,fictional Captain Planet character
Q84505876,Gi,fictional Captain Planet character
Q108081222,Officer Charlie Dibble,Top Cat character
Q108107541,Brain,Top Cat character
Q108121850,Fancy-Fancy,Top Cat character
Q108312667,Astro,fictional dog in the animated sitcom The Jetsons
Q108327621,Captain Cutler,Scooby-Doo characters
Q108397682,Mrs. Rogers,Shaggy's mother in the Scooby-Doo franchise
Q108540658,Penrod Stillwall,is the great-great-great grandson of Jefferson Stillwall.
Q108540676,Asa Shanks,"fictional character in Scooby-Doo, Where Are You!"
Q108617360,Ghost of Elias Kingston,Fictional character from Scooby-Doo
Q108617365,Space Kook,Scooby-Doo character
Q108855241,Currawong,fictional bird from The Silver Brumby
Q108863989,Mrs. Dingo,fictional dingo from The Silver Brumby
Q109350911,Taffy Dare,Fictional character from Captain Caveman
Q109381483,The Prospector,fictional human from The Silver Brumby
Q725286,Coronis,"goddess from Greek mythology: princess, daughter of Phlegyas, lover of Ischys and Apollo, mother of Asclepius; killed by Apollon and Artemis"
Q3853003,Mavors,Italic divinity
Q3959372,shen,"lesser god or deity in Chinese religions such as Taoism, figures in Chinese mythology"
Q4089492,Hausos,reconstruction of the Proto-Indo-European goddess of dawn
Q15706677,Ashta Bhairavar,Aspect of Shiva
Q79997133,Wolfgang Plink,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q79998403,Dump 1000,fictional artificial intelligence from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q79999107,Vinnie,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q80001384,Stan,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q80003929,Super Rocksteady,fictional robot from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q80003932,Mighty Bebop,fictional robot from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q80089859,Timothy,fictional character from the 2012–2017 animated Teenage Mutant Ninja Turtles television series
Q80090141,Snake,fictional character in the 2012–2017 animated Teenage Mutant Ninja Turtles television series
Q80090865,Murakami,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q80091512,Kirby O'Neil,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q80091700,Arnold Jones,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80092273,August O'Neil,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80092468,Mrs. O'Neil,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q80097462,Malignus,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80097465,Silver Sentry,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80098895,Dragon Face,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80098915,Spike,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80098926,Sunny,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80098941,Two Ton,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80100411,Ryan,"fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series, brother of Angel"
Q80103027,Garbageman,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q99969654,Edgar,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q99972098,Cheezy,metafictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99972107,Sleazy,metafictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99972387,Wild Willy,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99972590,Rattin' Randy,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99972624,Ben Onlayruse,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99972763,Joey,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99972789,Shecky,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99973064,Bigelow,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99973236,Stagehand,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99974269,L'Estrange,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99975965,Tu-Tu Karmen,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99975985,Herman the Horrible,fictional robot from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99976027,Riley,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99976048,Mrs. Crump,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q99976177,Ahmed Turt-el,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99976202,Abdul,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99977684,Nerma,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q99977991,Dr. Well,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99978057,Princess,fictional cat from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99978128,Garth,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99978174,Knuckles,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series episode Sleuth on the Loose
Q99979174,Ralph,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99979214,Bela,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99979279,Merrick,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q116155567,Nanotech,fictional robot from the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q121007658,Leonardo,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q121007656,Raphael,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q121007938,Donatello,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q121007940,Michelangelo,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q122853508,Bam-Bam,fictional character in the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q122897677,April O'Neil,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q122897747,Splinter,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q700988,Qingshui,"deified Chan Buddhist monk, tutelary god of people from Anxi, Fujian"
Q702942,Hwanin,chief deity of Korean mythology
Q713924,Legend of Jigong,Chan Buddhist monk who lived in the Southern Song
Q771497,Anshar,Babylonian deity
Q773587,Juok,"God of some tribes on the Nile, Sudan"
Q774522,Lelwani,Hattian goddess of the underworld
Q781257,Ilmarinen,god in Finnish mythology
Q1545559,Greiss,Demon from the legendary world of the Alpine region
Q1632732,Div-e-Sepid,mythical character
Q1711063,Ronove,demon
Q1782342,Paimon,Demon in the Ars Goetia
Q1782874,Andras,demon in Ars Goetia: sower of discord
Q1964609,Morax,president of Hell in some demonologies
Q2026528,Rangda,Demon Queen of the Leyaks
Q2410304,Naymlap,
Q2426607,Bhagiratha,king in Hindu tradition
Q2444872,Ishmekarab,mesopotamian and Elamite deity
Q2469977,Adgilis deda,deity in the pre-Christian Georgian pantheon
Q2472245,Ūsiņš,"Latvian deity of light, spring, fertility, horses and bees"
Q2472959,Naranārāyaṇa,hindu twin brother deity pair
Q2481517,Tengri,chief deity of Turko-Mongolic religion
Q2746267,Caim,Goetic demon
Q2746335,Raum,Goetic demon
Q2846937,Andromalius,
Q2875978,Valac,demons
Q2913206,Agrat bat Mahlat,Godess in Jewish mythology
Q3078917,Amdusias,demon
Q3346271,Numakulla,
Q3347596,Kan-Laon,Philippine god
Q3357712,Otso,spirit in Finnish mythology
Q3388428,Pili,lizard god in Polynesian mythology
Q3393348,Hold Nickar,Scandinavian god
Q3400773,Ap,"Vedic Sanskrit term for ""water"""
Q3437032,Robiga,roman deity
Q3476320,Manaf,pre-Islamic Arabian deity
Q3483386,Siebog,
Q3483850,Silenus,Etruscan deity
Q3509148,Temáukel,
Q3899092,Penino,Deity of the Gauls
Q3940021,Rodon,God of the sea in Illyrian mythology
Q3950605,Sarvabuddha yogini,
Q4054437,Abdal,"god of hunting in the mythology of the Caucasian peoples (Cachurs, Dargins, Laks, Avars); considered the patron saint of bulls, stags, deer. The Laks called this deity Avdal, and the Avars Budualy"
Q4068250,Apsat (mythology),male deity of birds and animals in the pagan Svan mythology
Q4068432,Aray,deity in Armenian mythology
Q4118796,Prende,Pagan goddess of love and beauty
Q5576009,God in Abrahamic religions,concept of God in Abrahamic religions
Q5591544,Erinle,deity in the Yoruba religion
Q5619529,Gunungsin,deities of war in Korean religion
Q5648155,Hani,deity from Akkadian mythology
Q5666548,Ya'uq,Arabian diety
Q12886083,Chersicrates,
Q12886258,Chromis,"Greek mythological character, Mysian leader in the Iliad"
Q12898582,Actaea,Nereid of Greek mythology
Q12898684,Amatheia,Nereid of Greek mythology
Q12898698,Amphithoe,Nereid of Greek mythology
Q12898780,Apseudes,Nereid of Greek mythology
Q12898908,Autonoe,Nereid of Greek mythology
Q12899143,Camirus,mythical founder of Cameiros on Rhodes
Q12899333,Chrysothemis,Hesperid in Greek mythology
Q12899376,Clio,"Nereid of Greek mythology, daughter of Nereus and Doris"
Q12899465,Coronis,"character from Greek mythology, lover of Dionysus and mother of the three Charites (or three Graces)"
Q12899524,Cydippe,Nereid of Greek mythology
Q12899635,Dia,
Q12899636,Dexamene,Nereid of Greek mythology
Q12899696,Doris,Nereid of Greek mythology
Q12899700,Drymo,Nereid of Greek mythology
Q12899740,Eione,Nereid of Greek mythology
Q12899764,Enope,"Muse of Greek mythology, per a scholiast"
Q12899799,Erato,Nereid of Greek mythology
Q12899823,Euagore,Nereid of Greek mythology
Q13071366,Maṅgala Buddha,sixth of 28 Buddhas before Siddhartha Gautama
Q14126754,Puck,fairy creature from European mythology
Q15891881,Rulai Buddha,Journey to the West character
Q16525118,Abundia,beneficent fairy who brings abundance
Q17193861,Birushana Buddha,
Q25538530,Sujāta Buddha,fifteenth of twenty eight Buddhas
Q25588583,Madan Mohan,one who mesmerizes everyone
Q27963922,Phussa Buddha,twenty first of 28 Buddhas
Q30004767,Mr. Grim,an instance of the Grim Reaper
Q39088004,Gwragedd Annwn,mythical Welsh fairy folk
Q55604643,Baba Mohan Rama,Hindu folk deity avatar of Lord Krishna in Kali Yuga
Q56271435,Yuddhajaya,buddha
Q111981376,Horton-Doo,Scooby-Doo's uncle
Q112031901,Brenda Chance,fictional character from Captain Caveman
Q112123297,Rupert Swaggart,fictional character from animated television series Rise of the Teenage Mutant Ninja Turtles
Q112123430,Mezmer-Ron,fictional character from animated television series Rise of the Teenage Mutant Ninja Turtles
Q112131722,Maggie Rogers,Shaggy's younger sister
Q113009211,Morana,character on 'Castlevania'
Q113009262,Striga,character on 'Castlevania'
Q113454583,Warren Stone,fictional character from animated television series Rise of the Teenage Mutant Ninja Turtles
Q113565040,Todd Capybara,fictional character from the Rise of the Teenage Mutant Ninja Turtles animated television series
Q113565062,Repo Mantis,fictional character from the Rise of the Teenage Mutant Ninja Turtles animated television series
Q113637909,Cuddles,fictional character from animated television series Rise of the Teenage Mutant Ninja Turtles
Q115556667,Adler,fictional character from the 1987 animated Teenage Mutant Ninja Turtles television series
Q115623695,Gadget Hackwrench,Fictional Character In Chip and Dale: Rescue Rangers
Q115641592,Professor Pericles,character from Scooby-Doo! Mystery Incorporated
Q115690356,Muriel Bagge,character from Courage the Cowardly Dog
Q115791014,Courage,character from the animated series Courage the Cowardly Dog
Q115871133,Tang Shen,fictional character in the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q115922744,Boon Boon,fictional horse from The Silver Brumby
Q115940945,Charlie,fictional human from The Silver Brumby
Q116194374,Mrs. Dinkley,Velma's mother in the Scooby-Doo franchise
Q116194561,Brad Chiles,Character from Scooby-Doo! Mystery Incorporated
Q116685183,Judy Reeves,character from Scooby-Doo! Mystery Incorporated
Q116729902,Khan,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q116754760,Ananda,fictional character in the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q116763063,J. Finn's son,fictional character in the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q116771922,Mr. Koala,Fictional koala from Yoram Gross' Blinky Bill
Q116846734,Adam McKay,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q116846783,Tora Yoshida,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q116846797,Faraji Ngala,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q116847011,Joi Reynard,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q117074616,Nova,character from Scooby-Doo! Mystery Incorporated
Q117359739,Robert,fictional lyrebird
Q120435428,Scoobert Doo II,Scooby-Doo's grandfather
Q120435525,Howdy-Doo,Scooby-Doo's first younger brother
Q120435533,Skippy-Doo,Scooby-Doo's second younger brother
Q120486716,Scoobert Doo I,Scooby-Doo's great-grandfather
Q122889027,Ponytail,fictional character in the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q122889051,Mask,fictional character in the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q1092708,Zhong Kui,deity in Chinese mythology
Q1352021,Māra Pāpīyān,God of death and sin. Ruler of the 6th heaven in the Kāmadhātu
Q6319263,Jwala Ji,Fire flame symbolism for Hindu Goddess
Q6338335,Ulkāmukha Pretarāja,Buddhist deity
Q7037813,Ninimma,Mesopotamian scribe goddess from Nippur
Q80362983,Drako,fictional dragon from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80363405,Traximus,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80365219,Hamato Miwa,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q80419854,Chrysalis,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80420024,Tsunami,fictional character in the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80420528,Monza Ram,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80550518,Go,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80550516,Touch,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80554462,Marlin,fictional character from the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q80554973,Mrs. Jones,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80555297,Skonk,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80562404,Ruffington,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80563048,Chaplin,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80568159,CF Volpehart,fictional character in the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q80568340,Necro Monster,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80571583,Versallia,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80572485,Ultimate Drako,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80583554,Ancient One,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80583884,Yukio Mashimi,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80585617,Spuds,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80586162,Max,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80650402,J. Finn,fictional character in the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80654007,Ammag,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80654004,Kluh,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80654725,Mephos,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80657046,Fang,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80657414,Ryan,"fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series, member of the Purple Dragons"
Q80658340,Jencko,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80659701,Sidewalk Sweep,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80659706,Kojima,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80664886,Todd,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80675065,Serling,fictional robot from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80682910,Darius Dunn,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80696001,Leader,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80696004,Hothead,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80696013,Sage,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80696022,Joker,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80698106,Sh'Okonabo,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80698109,Viral,fictional computer programme from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q80708058,Triple Threat,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q106566893,Leonardo,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106566909,Michelangelo,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106567066,Raphael,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106571834,April O'Neil,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106571849,Casey Jones,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106571877,Ray Fillet,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106571897,Hothead,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106571932,Wingnut,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106571984,Shredder,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106572007,Chrome Dome,fictional robot in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106572051,War,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106572066,Armaggon,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106572080,Rat King,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106572112,Karai,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q106572130,Krang,fictional character in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q131342134,Casey Jones,fictional character in animated television series Rise of the Teenage Mutant Ninja Turtles
Q131342258,Spider,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q131342345,Ray Fillet,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q131342497,Cassandra Jones,fictional character in animated television series Rise of the Teenage Mutant Ninja Turtles
Q131392028,Nate,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q131392059,Tom,fictional character from 2023 film Teenage Mutant Ninja Turtles: Mutant Mayhem
Q855123,Bhoot,ghost in Indian culture
Q910747,Li Jing,a figure in Chinese mythology and a god in Chinese folk religion
Q911989,Istanu,god in Anatolian mythology
Q919544,Kothar-wa-Khasis,Ugaritic deity
Q930253,Buer,spirit that appears in the 16th century grimoire Pseudomonarchia Daemonum
Q948742,Kubaba,Queen of Sumer
Q950289,Gualichu,demon
Q951431,Furcas,Goetic demon
Q952150,Beleth,king of Hell in demonology
Q977164,Aamon,Goetic demon
Q1091393,Cian,mythical character
Q1091616,Cichol Gricenchos,figure in Irish mythology
Q1097185,Inmar,god in the Udmurt mythology
Q1427466,Hauras,fictional character
Q1516329,Orobas,Goetic demon
Q3675444,Enten,Sumerian fertility deity.
Q3676068,Chukwu,the supreme being of Igbo spirituality
Q3678579,Jehovah,Latinate transliteration of יהוה (YHWH) with the vowel points of Adonai
Q3705251,Dema,Deity
Q3706269,Devel,concept of God in Romani religion
Q3716260,Dundra,Deity
Q3755586,Kivutar,Figure in Finnish mythology
Q3772830,Bochica,figure in the mythology of the Muisca (Chibcha) culture
Q3784473,Heitsi-eibib,Khoikhoi deity
Q3812647,Kalumba,deity worshiped by the Luba people
Q3815056,Kibuka,god in the traditional Baganda religion
Q3817415,Kura (deity),eblaite god
Q3823178,Piru,evil spirit or demon in Finnish mythology
Q3846554,Chen Yuanguang,Chinese general
Q4121361,Yer Tanrı,Turkic goddess
Q4132169,Galægon,
Q4152501,Guruvayurappan,"form of the Hindu god Vishnu, worshipped mainly in Kerala"
Q4175521,Jen,god in the Komi mythology
Q4187819,Zasa Mergen Baatar,Turkic deity
Q4189408,Binbōgami,"One of several Japanese poverty ""gods"" or ""spirits"" (kami)"
Q4196314,Koyash,sun god in Turkic Mythology
Q4205466,Itztli,
Q4206055,Jyn,god in the Mari mythology
Q4212374,Kāne,Hawaiian god of procreation
Q4261171,Revanta,Rigvedic deity
Q5951423,Huya,rain god of the Wayuu people of Venezuela and Colombia
Q5957956,Kanno,African deity
Q5983392,Ianuaria,Celtic goddess
Q5988537,Maa,War goddess of antiquity
Q5997589,Puura,deity
Q6039232,Necis,God of Iberian mythology
Q6061704,Io,progenitor and supreme deity of all dragons in Dungeons & Dragons
Q6065197,Ipmil,Sámi creator deity
Q6101211,Iya Nla,deity in Yoruba cosmology
Q6127388,Sibú,deity in Talamancan mythology
Q6147695,Tlalchitonatiuh,
Q6157241,Unty,ancient Egyptian deity
Q6176504,Jehovah 1,God-like entity important in the mythology of the satirical Church of the SubGenius
Q6296873,Jowangsin,Goddess of fire and the hearth in Korean shamanism
Q6314209,Juno Februata,
Q6380689,Matarajin,Japanese deity
Q6954764,Ak Kızlar,
Q6959453,Orungan,Yoruba deity
Q6962731,Ikenga,igbo cultural artifact
Q7008475,Papilsag,God of the city-state of Işin
Q7037811,Nin-Ildu,Minor mesopotamian god
Q7039129,Ninsar,goddess of plants in Sumerian mythology
Q7067741,Numushda,Mesopotamian god
Q7068814,Nuit,deity
Q7068925,Nulgubjishin,household god (Shamanism on Jeju Island)
Q7082920,Oladevi,goddess of cholera from Bengal
Q7086334,Olelbis,Deity in Wintun mythology
Q7086785,Olifat,Micronesian trickster god
Q7099191,Ora,Albanian mythological figure associated with human destiny
Q7103874,Orotalt,"god of pre-Islamic Arabia, according to Herodotus"
Q7121831,Pabuji,"folk-deity of Rajasthan, India"
Q17381947,Callirrhoe,"Greek mythological figure, daughter of Lycus"
Q17381960,Lycus,"Greek mythical character, Trojan, father of the warriors Arcesiaus and Prothoenor according to Hyginus; better sources call him Archilycus or Areïlycus"
Q17381978,Lycus,son of Prometheus and Celaeno in Greek mythology
Q17381988,Lycus,"Greek mythical figure, Libyan king"
Q17389291,Charops,"mythological Greek character, father of Oeagrus"
Q17395798,Tyrannus,son of Pterelaus in Greek mythology
Q17395799,Archelaus,son of Electryon
Q17395802,Cheirimachus,son of Electryon
Q17395807,Celaineus,mythical son of Electryon
Q17395812,Lysinomus,son of Electryon in Greek mythology
Q17416441,Amphithea,"Greek mythical character, wife of Adrastus"
Q80675068,Cody Jones,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q125768115,Joe,fictional Fleetway Publications Teenage Mutant Hero Turtles character
Q125768123,Mama Pizza,fictional Fleetway Publications Teenage Mutant Hero Turtles character
Q125843133,The Beak,fictional Fleetway Publications Teenage Mutant Hero Turtles character
Q125850806,Lubble,fictional Fleetway Publications Teenage Mutant Hero Turtles character
Q125947492,Salmon,fictional Fleetway Publications Teenage Mutant Hero Turtles character
Q125962018,Oxy,fictional character from the Teenage Mutant Ninja Turtles Adventures comics
Q126031875,Stevie,fictional character in the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q126066850,Danny McDonough,fictional character in the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q127956765,Casey Jones,fictional Teenage Mutant Ninja Turtles Adventures character
Q127957445,Little Old Lady,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q130344217,Malcolm,fictional Teenage Mutant Ninja Turtles Adventures character
Q131339211,Adam,fictional character from the Mutanimals comics
Q131353921,Electricity Monster,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q131354135,Eve,fictional character from the Mutanimals comics
Q131360076,Circus Manager,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q131392073,Hauser,fictional character from 2024 animated television series Tales of the Teenage Mutant Ninja Turtles
Q131392082,Anamika Khatri,fictional character from 2024 animated television series Tales of the Teenage Mutant Ninja Turtles
